generic_id,alias,lang
630,syrniki,en
630,cottage cheese pancakes,en
630,curd fritters,en
631,оладьи,ru
631,оладушки,ru
631,оладьи на кефире,ru
631,оладьи пышные,ru
631,oladyi,en
631,small pancakes,en
631,kefir pancakes,en
632,вода,ru
632,вода питьевая,ru
632,питьевая вода,ru
632,вода негазированная,ru
632,минералка без газа,ru
632,water,en
632,drinking water,en
632,still water,en
633,компот,ru
633,компот из сухофруктов,ru
633,узвар,ru
633,компот сухофрукты,ru
633,dried fruit compote,en
633,compote,en
633,uzvar,en
634,смузи,ru
634,смузи ягодный,ru
634,ягодный смузи,ru
634,смузи из ягод,ru
634,berry smoothie,en
634,smoothie,en
634,berry shake,en
1001,оливье,ru
1001,салат оливье,ru
1001,столичный салат,ru
1001,зимний салат,ru
1002,винегрет,ru
1002,винигрет,ru
1002,салат винегрет,ru
1002,винегрет с маслом,ru
1003,мимоза,ru
1003,салат мимоза,ru
1003,мимоза с сайрой,ru
1003,мимоза с рыбой,ru
1004,цезарь,ru
1004,салат цезарь,ru
1004,цезарь с курицей,ru
1004,цезарь с курой,ru
1004,caesar salad,en
1005,греческий салат,ru
1005,салат греческий,ru
1005,греческий,ru
1005,хорьятики,ru
1005,greek salad,en
1006,крабовый салат,ru
1006,салат с крабовыми палочками,ru
1006,крабовый,ru
1006,салат крабовый,ru
1007,шуба,ru
1007,селедка под шубой,ru
1007,сельдь под шубой,ru
1007,салат шуба,ru
1008,овощной салат,ru
1008,салат овощной,ru
1008,салат из овощей,ru
1008,салат с маслом,ru
1008,салат овощной с маслом,ru
1009,салат из капусты,ru
1009,капустный салат,ru
1009,капуста с морковью,ru
1009,салат из свежей капусты,ru
1010,морковь по корейски,ru
1010,корейская морковь,ru
1010,морковча,ru
1010,морковка по корейски,ru
1010,морковь по-корейски,ru
1011,баклажаны по корейски,ru
1011,корейские баклажаны,ru
1011,баклажан по корейски,ru
1011,острые баклажаны,ru
1011,баклажаны по-корейски,ru
1012,соленые огурцы,ru
1012,маринованные огурцы,ru
1012,малосольные огурцы,ru
1012,огурчики,ru
1012,огурцы соленые,ru
1013,квашеная капуста,ru
1013,кислая капуста,ru
1013,капуста квашеная,ru
1013,капуста соленая,ru
1014,маринованные грибы,ru
1014,грибы маринованные,ru
1014,опята маринованные,ru
1014,шампиньоны маринованные,ru
1015,оливки,ru
1015,маслины,ru
1015,оливки без косточек,ru
1015,маслины черные,ru
1015,olives,en
1016,сало,ru
1016,сало соленое,ru
1016,шпик,ru
1016,сало свиное,ru
1017,холодец,ru
1017,студень,ru
1017,холодец свиной,ru
1017,холодец из курицы,ru
1018,заливное,ru
1018,заливное из рыбы,ru
1018,рыбное заливное,ru
1018,заливная рыба,ru
1019,паштет,ru
1019,паштет печеночный,ru
1019,печеночный паштет,ru
1019,ливерный паштет,ru
1020,бутерброд с сыром,ru
1020,бутер с сыром,ru
1020,хлеб с сыром,ru
1020,сырный бутерброд,ru
1021,бутерброд с колбасой,ru
1021,бутер с колбасой,ru
1021,хлеб с колбасой,ru
1021,бутерброд с ветчиной,ru
1022,тарталетки,ru
1022,тарталетка,ru
1022,тарталетки с салатом,ru
1022,корзиночки с салатом,ru
1023,канапе,ru
1023,канапе с сыром,ru
1023,канапе на шпажках,ru
1023,канапе с колбасой,ru
1024,кабачковая икра,ru
1024,икра кабачковая,ru
1024,икра из кабачков,ru
1024,кабачковая икра банка,ru
1025,баклажанная икра,ru
1025,икра баклажанная,ru
1025,икра из баклажанов,ru
1025,икра заморская,ru
1026,хумус,ru
1026,хумус из нута,ru
1026,паста из нута,ru
1026,hummus,en
1027,тарама,ru
1027,тарамасалата,ru
1027,тарамосалата,ru
1027,паста из икры,ru
1028,форшмак,ru
1028,форшмак из сельди,ru
1028,селедочный паштет,ru
1028,рубленая селедка,ru
1029,салат с тунцом,ru
1029,салат из тунца,ru
1029,тунцовый салат,ru
1030,салат с креветками,ru
1030,креветочный салат,ru
1030,салат из креветок,ru
1031,руккола с пармезаном,ru
1031,рукола с пармезаном,ru
1031,салат руккола,ru
1031,руккола с сыром,ru
1032,капрезе,ru
1032,салат капрезе,ru
1032,помидоры с моцареллой,ru
1032,помидоры с сыром,ru
1032,caprese,en
1033,свекла с чесноком,ru
1033,свекольный салат,ru
1033,салат из свеклы,ru
1033,свекла с майонезом,ru
1034,редиска со сметаной,ru
1034,редис со сметаной,ru
1034,салат из редиски,ru
1034,салат с редиской,ru
1035,огурцы с помидорами,ru
1035,салат из огурцов и помидоров,ru
1035,салат со сметаной,ru
1035,летний салат,ru
1036,морская капуста,ru
1036,салат из морской капусты,ru
1036,ламинария,ru
1036,капуста морская,ru
1037,фаршированные яйца,ru
1037,яйца фаршированные,ru
1037,яйца с сыром,ru
1037,яйца с икрой,ru
1038,мясная нарезка,ru
1038,нарезка мясная,ru
1038,мясное ассорти,ru
1038,колбасная нарезка,ru
1039,салат с кальмарами,ru
1039,салат из кальмаров,ru
1039,кальмаровый салат,ru
1040,бадриджани,ru
1040,рулетики из баклажанов,ru
1040,баклажаны с орехами,ru
1040,баклажанные рулетики,ru
1041,грибная икра,ru
1041,икра грибная,ru
1041,икра из грибов,ru
1042,аджапсандал,ru
1042,аджапсандали,ru
1042,аджабсандал,ru
1042,баклажаны по грузински,ru
1043,пхали,ru
1043,пхали из шпината,ru
1043,пхали из свеклы,ru
1043,пхали с орехами,ru
1044,лобио,ru
1044,лобио из фасоли,ru
1044,фасоль по грузински,ru
1044,красная фасоль с орехами,ru
1045,фунчоза,ru
1045,салат с фунчозой,ru
1045,фунчоза с овощами,ru
1045,стеклянная лапша салат,ru
1101,картофель запеченный,ru
1101,печеная картошка,ru
1101,картошка в духовке,ru
1101,запеченный картофель,ru
1101,картофель печеный,ru
1101,baked potato,en
1101,oven potato,en
1102,картофель по деревенски,ru
1102,картошка по деревенски,ru
1102,деревенская картошка,ru
1102,картофельные дольки,ru
1102,картофель айдахо,ru
1102,картофель по-деревенски,ru
1102,potato wedges,en
1102,country potatoes,en
1103,картошка тушеная,ru
1103,тушеный картофель,ru
1103,картофель тушеный с луком,ru
1103,тушеная картошка,ru
1103,картофель тушеный,ru
1103,stewed potatoes,en
1103,braised potato,en
1104,драники,ru
1104,деруны,ru
1104,картофельные оладьи,ru
1104,картофельные драники,ru
1104,оладьи из картошки,ru
1104,potato pancakes,en
1104,draniki,en
1104,latkes,en
1105,кукуруза консервированная,ru
1105,консервированная кукуруза,ru
1105,кукуруза из банки,ru
1105,сладкая кукуруза,ru
1105,кукуруза в салат,ru
1105,canned corn,en
1105,sweet corn,en
1106,крокеты,ru
1106,картофельные крокеты,ru
1106,крокеты картофельные,ru
1106,картофельные шарики,ru
1106,potato croquettes,en
1107,запеканка картофельная,ru
1107,картофельная запеканка,ru
1107,запеканка из картошки,ru
1107,картофельный гратен,ru
1107,potato casserole,en
1107,potato gratin,en
1108,картошка с грибами,ru
1108,картофель с грибами,ru
1108,жареная картошка с грибами,ru
1108,картошка жареная с грибами,ru
1108,potatoes with mushrooms,en
1109,батат,ru
1109,сладкий картофель,ru
1109,батат запеченный,ru
1109,запеченный батат,ru
1109,батат в духовке,ru
1109,sweet potato,en
1109,baked sweet potato,en
1110,рагу овощное,ru
1110,овощное рагу,ru
1110,рагу из овощей,ru
1110,тушеные овощи,ru
1110,vegetable stew,en
1111,рататуй,ru
1111,ротатуй,ru
1111,рататуй овощной,ru
1111,овощи рататуй,ru
1111,ratatouille,en
1112,лечо,ru
1112,лечо из перца,ru
1112,перец в томате,ru
1112,лечо болгарское,ru
1112,lecho,en
1112,pepper tomato stew,en
1113,овощи гриль,ru
1113,гриль овощи,ru
1113,овощи на гриле,ru
1113,овощи запеченные на гриле,ru
1113,grilled vegetables,en
1114,овощи на пару,ru
1114,паровые овощи,ru
1114,овощная смесь на пару,ru
1114,овощи паровые,ru
1114,steamed vegetables,en
1114,vegetable mix,en
1115,запеканка овощная,ru
1115,овощная запеканка,ru
1115,запеканка из овощей,ru
1115,овощной гратен,ru
1115,vegetable casserole,en
1115,vegetable bake,en
1116,цветная капуста запеченная,ru
1116,запеченная цветная капуста,ru
1116,цветная капуста в духовке,ru
1116,цветная капуста с сыром,ru
1116,baked cauliflower,en
1116,roasted cauliflower,en
1117,цветная капуста в кляре,ru
1117,цветная капуста жареная,ru
1117,жареная цветная капуста,ru
1117,цветная капуста в сухарях,ru
1117,battered cauliflower,en
1117,fried cauliflower,en
1118,брокколи запеченная,ru
1118,запеченная брокколи,ru
1118,брокколи в духовке,ru
1118,брокколи с сыром,ru
1118,baked broccoli,en
1118,roasted broccoli,en
1119,брюссельская капуста,ru
1119,брюсельская капуста,ru
1119,капуста брюссельская,ru
1119,брюсселька,ru
1119,brussels sprouts,en
1120,котлеты капустные,ru
1120,капустные котлеты,ru
1120,котлеты из капусты,ru
1120,капустники,ru
1120,cabbage cutlets,en
1120,cabbage patties,en
1121,кабачки жареные,ru
1121,жареные кабачки,ru
1121,кабачок жареный,ru
1121,цукини жареные,ru
1121,fried zucchini,en
1122,кабачки в кляре,ru
1122,кабачки в панировке,ru
1122,кабачки жареные в кляре,ru
1122,цукини в кляре,ru
1122,battered zucchini,en
1123,оладьи из кабачков,ru
1123,кабачковые оладьи,ru
1123,драники из кабачков,ru
1123,кабачковые котлеты,ru
1123,zucchini fritters,en
1024,кабачковая икра из банки,ru
1024,zucchini caviar,en
1024,squash spread,en
1125,баклажаны запеченные,ru
1125,запеченные баклажаны,ru
1125,баклажан в духовке,ru
1125,баклажаны гриль,ru
1125,baked eggplant,en
1125,roasted aubergine,en
1127,морковь тушеная,ru
1127,тушеная морковь,ru
1127,морковка тушеная,ru
1127,морковь с маслом тушеная,ru
1127,stewed carrots,en
1127,braised carrot,en
1128,морковные котлеты,ru
1128,котлеты из моркови,ru
1128,котлеты морковные,ru
1128,морковники,ru
1128,carrot cutlets,en
1128,carrot patties,en
1130,свекла тушеная,ru
1130,тушеная свекла,ru
1130,свекла с маслом тушеная,ru
1130,буряк тушеный,ru
1130,stewed beets,en
1131,репа,ru
1131,репа печеная,ru
1131,печеная репа,ru
1131,репа в духовке,ru
1131,репа запеченная,ru
1131,turnip,en
1131,baked turnip,en
1132,топинамбур,ru
1132,земляная груша,ru
1132,иерусалимский артишок,ru
1132,топинамбур клубни,ru
1132,jerusalem artichoke,en
1132,sunchoke,en
1133,стручковая фасоль,ru
1133,зеленая фасоль,ru
1133,фасоль стручковая,ru
1133,спаржевая фасоль,ru
1133,green beans,en
1133,string beans,en
1134,зеленый горошек,ru
1134,горошек,ru
1134,горошек консервированный,ru
1134,горошек из банки,ru
1134,консервированный горошек,ru
1134,green peas,en
1134,canned peas,en
1135,кукуруза вареная,ru
1135,вареная кукуруза,ru
1135,початок кукурузы,ru
1135,кукуруза в початках,ru
1135,boiled corn,en
1135,corn on the cob,en
1136,спаржа,ru
1136,спаржа на пару,ru
1136,спаржа вареная,ru
1136,зеленая спаржа,ru
1136,asparagus,en
1136,steamed asparagus,en
1137,шпинат тушеный,ru
1137,тушеный шпинат,ru
1137,шпинат с чесноком,ru
1137,шпинат жареный,ru
1137,stewed spinach,en
1137,sauteed spinach,en
1138,грибы в сметане,ru
1138,шампиньоны в сметане,ru
1138,грибы тушеные в сметане,ru
1138,тушеные грибы,ru
1138,mushrooms in sour cream,en
1138,stewed mushrooms,en
1139,помидоры жареные,ru
1139,жареные помидоры,ru
1139,томаты жареные,ru
1139,помидоры на сковороде,ru
1139,fried tomatoes,en
1140,лук жареный,ru
1140,жареный лук,ru
1140,лук пассерованный,ru
1140,луковая зажарка,ru
1140,fried onion,en
1140,caramelized onion,en
1141,перец фаршированный,ru
1141,фаршированный перец,ru
1141,перцы фаршированные,ru
1141,перец с овощами и рисом,ru
1141,перец фаршированный овощами,ru
1141,stuffed pepper with vegetables,en
1142,гороховое пюре,ru
1142,пюре гороховое,ru
1142,каша гороховая,ru
1142,горох вареный,ru
1142,pea puree,en
1142,mashed peas,en
1143,нут жареный,ru
1143,жареный нут,ru
1143,хрустящий нут,ru
1143,нут запеченный,ru
1143,нут снек,ru
1143,roasted chickpeas,en
1143,crispy chickpeas,en
1144,шпинат со сливками,ru
1144,шпинат в сливочном соусе,ru
1144,сливочный шпинат,ru
1144,шпинат в сливках,ru
1144,creamed spinach,en
1145,свекольные котлеты,ru
1145,котлеты из свеклы,ru
1145,котлеты свекольные,ru
1145,свекольники,ru
1145,beet cutlets,en
1145,beet patties,en
1201,бефстроганов,ru
1201,беф строганов,ru
1201,бефстроганов из говядины,ru
1201,говядина в сметанном соусе,ru
1201,мясо по строгановски,ru
1201,beef stroganoff,en
1201,stroganoff,en
1202,гуляш,ru
1202,гуляш говяжий,ru
1202,гуляш из говядины,ru
1202,говядина гуляш,ru
1202,гуляш с подливой,ru
1202,beef goulash,en
1202,goulash,en
1203,тефтели,ru
1203,тефтели в соусе,ru
1203,тефтели в томатном соусе,ru
1203,тефтели с подливой,ru
1203,фрикадельки мясные,ru
1203,meatballs in sauce,en
1203,meatballs,en
1204,отбивная,ru
1204,отбивная свиная,ru
1204,отбивные из свинины,ru
1204,свинина отбивная,ru
1204,breaded pork chop,en
1205,буженина,ru
1205,буженина запеченная,ru
1205,буженина домашняя,ru
1205,свинина запеченная куском,ru
1205,буженина из свинины,ru
1205,buzhenina,en
1205,baked pork,en
1206,котлета по киевски,ru
1206,по киевски,ru
1206,киевская котлета,ru
1206,котлета киевская,ru
1206,куриная котлета по киевски,ru
1206,котлета по-киевски,ru
1206,chicken kiev,en
1206,kiev cutlet,en
1207,куриная отбивная,ru
1207,отбивная из курицы,ru
1207,шницель куриный,ru
1207,куриный шницель,ru
1207,курица в кляре,ru
1207,chicken chop,en
1207,chicken schnitzel,en
1208,чахохбили,ru
1208,чахохбили из курицы,ru
1208,курица в томатном соусе,ru
1208,курица тушеная в томате,ru
1208,чахохбили по грузински,ru
1208,chakhokhbili,en
1208,georgian chicken stew,en
1209,курица терияки,ru
1209,терияки,ru
1209,куриное филе терияки,ru
1209,курица в соусе терияки,ru
1209,цыпленок терияки,ru
1209,chicken teriyaki,en
1209,teriyaki chicken,en
1210,свиные ребра,ru
1210,ребрышки,ru
1210,ребрышки свиные,ru
1210,ребра гриль,ru
1210,ребра барбекю,ru
1210,ребра свиные гриль,ru
1210,pork ribs,en
1210,grilled ribs,en
1210,bbq ribs,en
1211,утка,ru
1211,утка запеченная,ru
1211,утка в духовке,ru
1211,утка с яблоками,ru
1211,roast duck,en
1211,baked duck,en
1212,мясо по французски,ru
1212,по французски,ru
1212,свинина по французски,ru
1212,мясо под сыром,ru
1212,мясо по французски с сыром,ru
1212,мясо по-французски,ru
1212,meat french style,en
1212,pork baked with cheese,en
1213,азу,ru
1213,азу по татарски,ru
1213,азу из говядины,ru
1213,азу мясное,ru
1213,азу с картошкой,ru
1213,azu,en
1213,tatar beef stew,en
1214,жаркое,ru
1214,жаркое по домашнему,ru
1214,мясо с картошкой тушеное,ru
1214,жаркое с картошкой,ru
1214,картошка с мясом тушеная,ru
1214,meat and potato stew,en
1214,zharkoe,en
1215,рагу,ru
1215,рагу мясное,ru
1215,мясное рагу,ru
1215,рагу с овощами,ru
1215,тушеное мясо с овощами,ru
1215,meat ragout,en
1215,meat vegetable stew,en
1216,мясной рулет,ru
1216,рулет мясной,ru
1216,рулет из фарша,ru
1216,мясной хлеб,ru
1216,рулет с начинкой мясной,ru
1216,meatloaf,en
1216,meat roll,en
1217,зразы,ru
1217,зразы мясные,ru
1217,мясные зразы,ru
1217,зразы из фарша,ru
1217,зразы с яйцом,ru
1217,meat zrazy,en
1217,stuffed meat patty,en
1218,люля кебаб,ru
1218,люля,ru
1218,кебаб,ru
1218,люля кебаб из баранины,ru
1218,кебаб на шампуре,ru
1218,люля-кебаб,ru
1218,lyulya kebab,en
1218,kebab,en
1219,баранина,ru
1219,баранина тушеная,ru
1219,тушеная баранина,ru
1219,мясо баранина,ru
1219,stewed lamb,en
1219,braised mutton,en
1220,колбаски гриль,ru
1220,колбаски,ru
1220,купаты,ru
1220,колбаски на мангале,ru
1220,баварские колбаски,ru
1220,grilled sausages,en
1220,bratwurst,en
1221,кролик,ru
1221,кролик тушеный,ru
1221,крольчатина,ru
1221,мясо кролика,ru
1221,stewed rabbit,en
1221,braised rabbit,en
1222,стейк тунца,ru
1222,стейк из тунца,ru
1222,тунец гриль,ru
1222,тунец жареный,ru
1222,тунец стейк,ru
1222,tuna steak,en
1222,grilled tuna,en
1223,рыба в кляре,ru
1223,филе рыбы в кляре,ru
1223,минтай в кляре,ru
1223,треска в кляре,ru
1223,рыба жареная в кляре,ru
1223,fish in batter,en
1223,battered fish,en
1224,рыба запеченная,ru
1224,запеченная рыба,ru
1224,рыба в духовке,ru
1224,белая рыба запеченная,ru
1224,baked fish,en
1224,oven baked white fish,en
1225,рыбные котлеты,ru
1225,котлета рыбная,ru
1225,котлеты из рыбы,ru
1225,рыбная котлета,ru
1225,котлеты из фарша рыбного,ru
1225,котлеты рыбные,ru
1225,fish cutlets,en
1225,fish patties,en
1226,треска жареная,ru
1226,жареная треска,ru
1226,треска на сковороде,ru
1226,треска в муке,ru
1226,треска жареная филе,ru
1226,fried cod,en
1226,pan fried cod,en
1227,судак,ru
1227,судак жареный,ru
1227,жареный судак,ru
1227,судак на сковороде,ru
1227,филе судака,ru
1227,fried pike perch,en
1227,zander,en
1228,карп,ru
1228,карп жареный,ru
1228,жареный карп,ru
1228,карп в муке,ru
1228,сазан жареный,ru
1228,fried carp,en
1228,pan fried carp,en
1229,щука,ru
1229,щука отварная,ru
1229,щука вареная,ru
1229,филе щуки,ru
1229,boiled pike,en
1229,pike fish,en
1230,палтус,ru
1230,палтус запеченный,ru
1230,палтус в духовке,ru
1230,стейк палтуса,ru
1230,baked halibut,en
1230,halibut,en
1231,дорадо,ru
1231,дорада,ru
1231,дорадо запеченная,ru
1231,дорада запеченная,ru
1231,дорадо на гриле,ru
1231,baked dorado,en
1231,gilthead bream,en
1232,сибас,ru
1232,сибас запеченный,ru
1232,сибас на гриле,ru
1232,лаврак,ru
1232,baked sea bass,en
1232,seabass,en
1233,камбала,ru
1233,камбала жареная,ru
1233,жареная камбала,ru
1233,камбала на сковороде,ru
1233,филе камбалы,ru
1233,fried flounder,en
1233,pan fried plaice,en
1234,хек,ru
1234,хек отварной,ru
1234,хек вареный,ru
1234,хек на пару,ru
1234,boiled hake,en
1234,steamed hake,en
1235,горбуша,ru
1235,горбуша запеченная,ru
1235,горбуша в духовке,ru
1235,горбуша на гриле,ru
1235,baked pink salmon,en
1235,pink salmon,en
1236,рыба под маринадом,ru
1236,минтай под маринадом,ru
1236,рыба с морковью и луком,ru
1236,рыба в маринаде,ru
1236,треска под маринадом,ru
1236,fish under marinade,en
1236,fish with carrot onion marinade,en
1237,минтай отварной,ru
1237,минтай вареный,ru
1237,минтай на пару,ru
1237,филе минтая отварное,ru
1237,boiled pollock,en
1237,steamed pollock,en
1238,мидии,ru
1238,мидии отварные,ru
1238,мидии вареные,ru
1238,мясо мидий,ru
1238,мидии в раковинах,ru
1238,cooked mussels,en
1238,mussels,en
1239,устрицы,ru
1239,устрица,ru
1239,устрицы свежие,ru
1239,устрицы сырые,ru
1239,мясо устриц,ru
1239,oysters,en
1239,raw oysters,en
1240,краб,ru
1240,крабовое мясо,ru
1240,мясо краба,ru
1240,краб отварной,ru
1240,камчатский краб,ru
1240,crab meat,en
1240,boiled crab,en
1241,крабовые палочки,ru
1241,крабовая палочка,ru
1241,палочки крабовые,ru
1241,сурими,ru
1241,крабовое мясо имитация,ru
1241,crab sticks,en
1241,surimi sticks,en
1242,сайра,ru
1242,сайра консервированная,ru
1242,сайра в масле,ru
1242,консервы сайра,ru
1242,сайра бланшированная,ru
1242,canned saury,en
1242,saury in oil,en
1243,шпроты,ru
1243,шпроты в масле,ru
1243,шпроты консервы,ru
1243,килька копченая в масле,ru
1243,шпроты рижские,ru
1243,sprats in oil,en
1243,canned sprats,en
1244,тушенка,ru
1244,тушенка говяжья,ru
1244,говядина тушеная консервы,ru
1244,canned beef stew,en
1244,tushenka,en
1245,печень трески,ru
1245,печень трески консервы,ru
1245,печень трески в масле,ru
1245,тресковая печень,ru
1245,печень трески натуральная,ru
1245,cod liver canned,en
1245,cod liver in oil,en
1301,пирожок с картошкой,ru
1301,пирожок с картофелем,ru
1301,пирожок картофельный,ru
1301,жареный пирожок с картошкой,ru
1301,пирожок,ru
1301,potato hand pie,en
1301,pirozhok with potato,en
1302,пирожок с капустой,ru
1302,пирожок капустный,ru
1302,пирожки с капустой,ru
1302,жареный пирожок с капустой,ru
1302,cabbage hand pie,en
1303,пирожок с мясом,ru
1303,мясной пирожок,ru
1303,пирожок с фаршем,ru
1303,пирожки с мясом,ru
1303,meat hand pie,en
1304,пирожок с яйцом и луком,ru
1304,пирожок с луком и яйцом,ru
1304,пирожок с яйцом,ru
1304,пирожок луковый,ru
1304,egg and onion hand pie,en
1305,пирожок с повидлом,ru
1305,пирожок с вареньем,ru
1305,сладкий пирожок,ru
1305,пирожок с джемом,ru
1305,jam hand pie,en
1306,беляш,ru
1306,беляши,ru
1306,беляш с мясом,ru
1306,перемяч,ru
1306,belyash,en
1306,fried meat pie,en
1307,чебурек,ru
1307,чебуреки,ru
1307,чебурек с мясом,ru
1307,чибурек,ru
1307,cheburek,en
1308,самса,ru
1308,сомса,ru
1308,самса с мясом,ru
1308,самса слоеная,ru
1308,samsa,en
1308,samosa uzbek,en
1309,эчпочмак,ru
1309,учпочмак,ru
1309,треугольник татарский,ru
1309,эчпочмак с мясом,ru
1309,echpochmak,en
1310,хачапури по аджарски,ru
1310,хачапури,ru
1310,аджарский хачапури,ru
1310,хачапури с яйцом,ru
1310,аджарули,ru
1310,хачапури по-аджарски,ru
1310,adjarian khachapuri,en
1311,хачапури по имеретински,ru
1311,имеретинский хачапури,ru
1311,хачапури с сыром,ru
1311,хачапури закрытый,ru
1311,хачапури по-имеретински,ru
1311,imeretian khachapuri,en
1312,лепешка,ru
1312,лепешка узбекская,ru
1312,тандырная лепешка,ru
1312,нон,ru
1312,uzbek flatbread,en
1312,lepeshka,en
1313,фокачча,ru
1313,фокача,ru
1313,фокачча с розмарином,ru
1313,итальянская лепешка,ru
1313,focaccia,en
1314,чиабатта,ru
1314,чабатта,ru
1314,чиабата,ru
1314,хлеб чиабатта,ru
1314,ciabatta,en
1315,булочка с маком,ru
1315,булка с маком,ru
1315,маковая булочка,ru
1315,плюшка с маком,ru
1315,poppy seed bun,en
1316,сосиска в тесте,ru
1316,сосиски в тесте,ru
1316,сосиска в слоеном тесте,ru
1316,слойка с сосиской,ru
1316,sausage roll,en
1317,слойка с сыром,ru
1317,слойка,ru
1317,слоенка с сыром,ru
1317,слоеный пирожок с сыром,ru
1317,cheese puff pastry,en
1318,слойка с мясом,ru
1318,слоенка с мясом,ru
1318,слойка с фаршем,ru
1318,слоеный пирожок с мясом,ru
1318,meat puff pastry,en
1319,кулебяка,ru
1319,кулебяка с мясом,ru
1319,пирог кулебяка,ru
1319,кулибяка,ru
1319,kulebyaka,en
1320,расстегай,ru
1320,растегай,ru
1320,расстегай с рыбой,ru
1320,расстегаи,ru
1320,rasstegai,en
1321,ватрушка,ru
1321,ватрушка с творогом,ru
1321,ватрушки,ru
1321,творожная ватрушка,ru
1321,vatrushka,en
1321,cheese danish,en
1322,пицца четыре сыра,ru
1322,пицца 4 сыра,ru
1322,четыре сыра,ru
1322,пицца сырная,ru
1322,four cheese pizza,en
1323,пицца гавайская,ru
1323,гавайская пицца,ru
1323,пицца с ананасом,ru
1323,гавайская,ru
1323,hawaiian pizza,en
1324,пицца мясная,ru
1324,мясная пицца,ru
1324,пицца с мясом,ru
1324,пицца мясное ассорти,ru
1324,meat pizza,en
1325,кальцоне,ru
1325,кальцонэ,ru
1325,закрытая пицца,ru
1325,кальцоне с ветчиной,ru
1325,calzone,en
1326,киш,ru
1326,киш лорен,ru
1326,пирог киш,ru
1326,открытый пирог киш,ru
1326,quiche,en
1326,quiche lorraine,en
1327,пирог с рыбой,ru
1327,рыбный пирог,ru
1327,пирог с горбушей,ru
1327,рыбник,ru
1327,fish pie,en
1328,пирог с грибами,ru
1328,грибной пирог,ru
1328,пирог с шампиньонами,ru
1328,пирог с грибами и картошкой,ru
1328,mushroom pie,en
1329,пирог с курицей,ru
1329,куриный пирог,ru
1329,пирог с курицей и картошкой,ru
1329,курник,ru
1329,chicken pie,en
1330,пирог с капустой,ru
1330,капустный пирог,ru
1330,пирог с капустой и яйцом,ru
1330,закрытый пирог с капустой,ru
1330,cabbage pie,en
1331,шарлотка,ru
1331,шарлотка с яблоками,ru
1331,яблочный пирог,ru
1331,пирог с яблоками,ru
1331,пирог шарлотка,ru
1331,apple charlotte,en
1331,apple sponge pie,en
1332,бублик,ru
1332,бублики,ru
1332,бейгл,ru
1332,бублик с маком,ru
1332,bagel,en
1333,сушки,ru
1333,сушка,ru
1333,баранки,ru
1333,сушки ванильные,ru
1333,sushki,en
1333,dry bread rings,en
1334,крекеры,ru
1334,крекер,ru
1334,соленые крекеры,ru
1334,печенье крекер,ru
1334,crackers,en
1334,saltine crackers,en
1335,гренки,ru
1335,гренки с чесноком,ru
1335,гренки ржаные,ru
1335,сухарики к пиву,ru
1335,croutons,en
1335,fried bread croutons,en
1020,бутерброд,ru
1020,cheese sandwich open,en
1337,сэндвич с ветчиной,ru
1337,сендвич с ветчиной,ru
1337,сэндвич,ru
1337,ham sandwich,en
1338,сэндвич с курицей,ru
1338,сендвич с курицей,ru
1338,куриный сэндвич,ru
1338,сэндвич с курой,ru
1338,chicken sandwich,en
1339,круассан с ветчиной,ru
1339,круассан с ветчиной и сыром,ru
1339,круассан с сыром,ru
1339,сэндвич круассан,ru
1339,ham croissant,en
1340,бургер с курицей,ru
1340,чикенбургер,ru
1340,куриный бургер,ru
1340,чикен бургер,ru
1340,гамбургер с курицей,ru
1340,chicken burger,en
1340,chickenburger,en
1341,панини,ru
1341,панини с ветчиной и сыром,ru
1341,горячий сэндвич,ru
1341,сэндвич панини,ru
1341,panini,en
1342,брускетта,ru
1342,брусхетта,ru
1342,брускетты,ru
1342,брускетта с томатами,ru
1342,bruschetta,en
1343,пита,ru
1343,питта,ru
1343,хлеб пита,ru
1343,пита греческая,ru
1343,pita bread,en
1344,тортилья,ru
1344,тортилла,ru
1344,тортилья пшеничная,ru
1344,лепешка тортилья,ru
1344,tortilla,en
1344,flour tortilla,en
1345,наан,ru
1345,нан,ru
1345,лепешка наан,ru
1345,индийская лепешка,ru
1345,naan,en
1401,пончик,ru
1401,пончики,ru
1401,донат,ru
1401,пышка,ru
1401,пончик с сахаром,ru
1401,donut,en
1401,doughnut,en
1402,кекс,ru
1402,кексик,ru
1402,кекс с изюмом,ru
1402,кекс столичный,ru
1402,pound cake,en
1403,маффин,ru
1403,маффин шоколадный,ru
1403,шоколадный маффин,ru
1403,капкейк,ru
1403,маффин с шоколадом,ru
1403,chocolate muffin,en
1403,cupcake,en
1404,эклер,ru
1404,эклеры,ru
1404,заварное пирожное,ru
1404,пирожное эклер,ru
1404,eclair,en
1405,профитроли,ru
1405,профитроль,ru
1405,шу,ru
1405,заварные шарики,ru
1405,profiteroles,en
1406,тирамису,ru
1406,тирамиссу,ru
1406,десерт тирамису,ru
1406,tiramisu,en
1407,чизкейк,ru
1407,чиз кейк,ru
1407,творожный торт,ru
1407,нью йорк чизкейк,ru
1407,cheesecake,en
1408,медовик,ru
1408,медовый торт,ru
1408,торт медовик,ru
1408,медовик со сметаной,ru
1408,honey cake,en
1409,наполеон,ru
1409,торт наполеон,ru
1409,слоеный торт,ru
1409,наполеон с кремом,ru
1409,napoleon cake,en
1409,mille feuille,en
1410,прага,ru
1410,торт прага,ru
1410,пражский торт,ru
